ID,Label
ID_000012eaf_any,0.015987077625000002
ID_0000ca2f6_any,0.002637105775
ID_000259ccf_any,0.000223256225
ID_0002d438a_any,0.001471832575
ID_00032d440_any,0.03141319375
ID_00044a417_any,0.0017257741999999999
ID_0004cd66f_any,4.934118225e-05
ID_0005b2d86_any,0.0275051175
ID_0005db660_any,0.00021255565750000004
ID_000624786_any,0.0038484013999999997
ID_0006441d0_any,0.0188155345
ID_00067e05e_any,0.0007050790455
ID_000716c43_any,0.002820549625
ID_0007c5cb8_any,0.00282459051
ID_00086a66f_any,0.0127916005
ID_0008f134d_any,0.004343235725
ID_000920cd1_any,0.215973375
ID_0009c4591_any,0.0020946302925
ID_000b8242c_any,0.0006358517625
ID_000dcad55_any,0.8060396125
ID_000dfc63c_any,0.0030006186000000002
ID_000e918cb_any,0.002061141935
ID_000edbf38_any,0.93290648
ID_000ef9a73_any,0.0031508358249999996
ID_000f4b376_any,0.008692181275
ID_000ff2f62_any,0.0032078216500000005
ID_0010c2cba_any,0.00038094386725
ID_001397ee7_any,0.00023425941625000003
ID_0013ac1b1_any,0.24440183000000001
ID_001423669_any,0.0065732588000000005
ID_0014fa8d6_any,0.0041279587
ID_0015ed96c_any,0.0001139979755
ID_00168a161_any,0.0009452353650000001
ID_0016fa1ac_any,0.000650363035
ID_0017dbe86_any,0.0009470834575
ID_0017f3209_any,0.00012023883174999999
ID_00180d0bf_any,0.211846175
ID_0018abbe1_any,0.0238926334
ID_001af9a11_any,0.012234669
ID_001b5d5db_any,1.7131650624999998e-05
ID_001c4f769_any,6.098998499999999e-06
ID_001c66334_any,0.011165990450000001
ID_001c828ec_any,0.0006854164675
ID_001d0012a_any,0.0158379045
ID_001f46a1c_any,0.0003296405625
ID_00216d818_any,0.0098659641
ID_002185add_any,0.0008016287325000001
ID_002287eb9_any,0.8868745250000001
ID_002444960_any,0.0015227716625000002
ID_002493a7c_any,0.000909422925
ID_0026769fd_any,0.9537927075
ID_0027cbc5d_any,0.00162527745
ID_0027cd18b_any,0.0021393748750000003
ID_0028242b1_any,0.6700325199999999
ID_002a52a2f_any,0.0063853919000000006
ID_002ac3f83_any,0.00023663827
ID_002b21601_any,0.001204153225
ID_002b9e809_any,0.00031989947375
ID_002bba5e9_any,0.004400664375
ID_002c1ab67_any,0.0072462281
ID_002d09d1a_any,0.10409761249999999
ID_002d6bbff_any,0.027588146
ID_002e294aa_any,0.007957698975
ID_002e319c9_any,0.003580954725
ID_002faf07d_any,0.00011164394575
ID_002fbec31_any,0.09476518625
ID_0030b7850_any,0.036642179750000003
ID_0030bd8ee_any,0.00045725921625
ID_0031c0ba9_any,0.0010692185249999999
ID_003277954_any,0.0450775965
ID_00345662c_any,0.017167342625
ID_003775fbf_any,0.001093457215
ID_003794066_any,0.072613489
ID_0037a7902_any,4.472437550000001e-06
ID_00388f66b_any,0.9971165825
ID_0039a7097_any,0.007706704599999999
ID_0039ff145_any,0.900741745
ID_003a4af0e_any,0.9335122675
ID_003ba9f7b_any,0.00332610725
ID_003d8861a_any,5.378223167499999e-05
ID_003dc6afb_any,0.025783738
ID_00414f24c_any,0.00119754555
ID_0043f8fc4_any,0.0018885301325
ID_0045ca0d5_any,0.00117889421
ID_00462dc9a_any,0.99302105
ID_00466709b_any,0.00693340475
ID_00469a24b_any,0.1024516875
ID_00470b86e_any,0.00399733159
ID_004757ce7_any,0.0060025314
ID_00479f3ef_any,0.000120839766
ID_0048277bf_any,0.000428777845
ID_004874d36_any,0.0085189809
ID_0048af5eb_any,0.0029049028675
ID_0049020bd_any,0.00095051715
ID_0049272d2_any,0.34620158
ID_004966d37_any,0.9873942499999999
ID_004a76189_any,0.5483337675
ID_004b59c06_any,0.0018316266
ID_004c05696_any,0.13147268485
ID_004c5f6f7_any,0.0036478606175
ID_004c926e3_any,0.45853948499999997
ID_004dac33f_any,0.008626889425000001
ID_004db0d70_any,0.02912452905
ID_00506a1de_any,0.0018338753749999998
ID_0050b9e64_any,0.0026567930999999998
ID_0051918d6_any,0.92392285
ID_0051a188d_any,0.0037089415
ID_0051ff0b1_any,0.1677733325
ID_005362755_any,0.9825859525
